bid,sum
4973310,"Divorced, Desperate And Dating is about a divorced person's journey in the world of dating after a divorce."
373051,The Phoenix Unchained is a magical adventure.
16093188,Up to Me is a gripping thriller about a protagonist making life-altering choices.
31316,The Dance of Intimacy is a guide for women to create positive changes in relationships.
1679497,"""Tvrdava"" is a compelling novel."
10580,The Breathing Method is a book designed for Level 4 readers in the Penguin Readers series.
616052,"""Nakanune"" explores human relationships and self-discovery."
21851568,Hidden Huntress is a thrilling mystery novel.
352582,The Night of The Hunter is a suspenseful thriller about a relentless hunter.
159831,Queen of this Realm is a historical novel portraying a formidable queen's reign.
116491,The Stone Carvers is a novel.
134825,Cathedral and the Bazaar is about the open-source movement and Linux's impact on software development.
585432,A Pound of Paper is a memoir about a book addict's profound love for literature.
1442338,An Echo in Time: Atlantis explores the mysteries of the lost city and its potential impact today.
1197158,Whose Names Are Unknown explores a family's resilience during the Dust Bowl era in the US.
449589,"This collection of medieval French romances tells tales of knights, love, honor, and the quest for the Holy Grail."
25667918,Binti is a science fiction novella.
401730,Big Red Barn is a children's book about farm life and its animal residents.
69947,"Excuse Me, Your Life Is Waiting is about the profound influence of emotions in shaping desires."
30177628,The Fix Up is about childhood friends finding love and overcoming their past.
8197735,Atlas der abgelegenen Inseln is about fifty unreachable islands the author has never visited.
1862313,Lush Life delves into urban complexities.
357160,"Tamar is a gripping exploration of espionage, passion, and betrayal."
26863057,Age of Myth is about the transition from the age of gods to the rise of mankind.
15831824,"""Thrill Ride"" is an adrenaline-fueled journey that keeps readers on the edge of their seats."
331344,Being Peace is about pursuing inner and outer peace.
11247158,Pandora Hearts 12 reveals secrets and deepens mysteries in the gripping fantasy series.
2898564,"""Tried by War"" examines Lincoln's leadership during the Civil War."
21844938,The Closer You Come explores personal relationships deeply.
537121,Saint Camber is a book in the Legends of Camber of Culdi series.
334809,Roxaboxen is about childhood imagination and an imaginary town built by children in the desert.
212534,The Bedroom Secrets of the Master Chefs is about the private lives of skilled chefs.
2579284,"""Six Days of the Condor"" is about a CIA analyst targeted by a deadly conspiracy after his team is killed."
15700446,The Fairest Beauty is a captivating tale of enchantment and intrigue.
21797289,"""Balanced on the Blade's Edge"" is a thrilling story of courage and redemption, where a skilled assassin confronts her dark past in a treacherous mission."
998367,Billy is about a boy's journey to self-discovery and overcoming challenges.
16012,"Paradise Kiss is about a high school student's journey in the world of fashion design, where she undergoes personal transformation and pursues her dreams."
16010,Paradise Kiss 5 is the fifth book in the series.
35465,Star Wars: Yoda - Dark Rendezvous explores Jedi Master Yoda's perilous task during the Clone Wars.
13510948,"Vanity, Vengeance And A Weekend In Vegas is a thrilling murder mystery set in Las Vegas, full of high stakes and unexpected twists."
8662827,The Raising is about teenagers involved in a mysterious ritual awakening supernatural forces.
127712,Point of Impact is a suspenseful and action-packed novel.
25179280,"Meet Me In The Dark is a thrilling tale of love, danger, and secrets that changes two strangers' lives."
152407,"""Lady Boss"" is about a determined woman's journey to success amidst obstacles."
1270360,Looking for Salvation at the Dairy Queen follows a young woman's search for purpose in a small town.
105746,MEG: Primal Waters is an exciting thriller.
105748,"""The Shotgun Rule"" is a gripping thriller exploring the lives of friends in a dangerous California town."
17984032,"""Sane New World"" provides tools for resilience in a modern world."
6661472,"""The Breed Next Door"" reveals shocking secrets and mysteries in an ordinary neighborhood."
929585,"""El informe de Brodie"" explores human complexities through thought-provoking stories."
270492,Sky Coyote is a futuristic story.
227603,Prozac Nation explores the author's struggle with depression and her pursuit of relief through therapy and medication.
4886091,"Life Sentences explores love, loss, and pasts of four individuals."
581383,"""26 Fairmount Avenue"" is a book about..."
3116205,The Prodigal God redefines Christianity using the parable of the Prodigal Sons.
104378,"""Keeping the Moon"" is about a girl's journey to find confidence, acceptance, and the power of friendship."
77832,"""The Myth of a Christian Nation"" challenges assumptions about the relationship between Christianity and politics."
79427,The Ice Man is about a ruthless contract killer terrorizing the criminal world.
280553,"""Voodoo River"" explores the enigmatic realm of voodoo."
259562,The Jade Peony explores Chinese-Canadian family in Vancouver during 1930s and 1940s.
20949852,Maybe Matt's Miracle is a heartwarming book filled with hope and unexpected twists.
13237238,"Everything Begins and Ends at the Kentucky Club explores intersecting stories of love, loss, and identity in a Juarez gay bar."
18225037,Absolutely Almost is about a book.
6589074,Elizabeth Street is about an Italian immigrant caught in 20th century New York City's criminal underworld.
7724257,Crown of Crystal Flame is a thrilling adventure where a young hero quests to uncover the secrets of a powerful artifact.
105398,"Men Of Tomorrow explores the origins of comic books, highlighting influential figures in their creation."
6678976,The Spirit Lens is the start of Collegia Magica series.
98477,"Stonewall is about an uprising in Greenwich Village, New York in 1969."
155291,Agents of Light and Darkness explores supernatural espionage in a battle between light and darkness.
218572,Towing Jehovah is about the discovery of God's body in the ocean and its repercussions.
6139020,The Study Series Bundle is an exciting collection of books that transports readers into a captivating world of magic and suspense.
7493133,A Fierce Radiance is captivating.
16276,John Henry Days explores the impact of the legendary steel-driving man on modern America through a journalist's documentation.
520980,Enormously FoxTrot explores the misadventures of the Fox family and friends through entertaining comic strips.
22537367,Where the Water Falls explores the allure and secrets of cascading water.
91886,City is about the impacts of urban life on individuals and society.
29505399,One Snowy Night is a captivating wintry tale of mystery and adventure.
835451,Slinky Malinki is a playful cat who embarks on mischievous adventures.
59889,"Safe Harbour follows a woman who is accused of murder in a small town, leading her to uncover secrets and face deception, highlighting the themes of trust and betrayal."
